unix,low,high,open,close,volume,date,vol_fiat
1618272000,164.8632,168.125,167.93,166.166,33169.73,2021-04-13,5511681.355180001
1618185600,159.622,181.3477,178.8489,167.8672,277640.76,2021-04-12,46606776.987072
1618099200,172.9,183.999,174.5343,178.8099,175305.316,2021-04-11,31346326.0234284
1618012800,170.532,188.865,172.0973,174.455,376009.425,2021-04-10,65596724.238375
1617926400,152.877,175.6394,154.26,172.0482,493250.803,2021-04-09,84862912.8047046
1617840000,146.5866,158.9989,156.2896,154.1613,343650.956,2021-04-08,52977678.12320281
1617753600,135.6,166.55,165.6133,156.2935,968027.665,2021-04-07,151296431.8596775
1617667200,164.0,178.8192,176.4561,165.4907,372519.915,2021-04-06,61648581.4972905
1617580800,171.07,187.2279,182.8579,176.4453,356691.125,2021-04-05,62936472.5579625
1617494400,175.12,193.9804,178.343,182.8579,586331.794,2021-04-04,107215400.5540726
1617408000,162.6514,181.0213,172.0654,178.343,643166.911,2021-04-03,114704316.40847299
1617321600,160.7176,205.8495,185.4742,172.0358,1243408.42,2021-04-02,213910762.261436
1617235200,180.7749,237.7296,190.9044,184.5529,1816510.605,2021-04-01,335242300.0335045
1617148800,145.1195,198.0,149.6735,190.9044,1462715.398,2021-03-31,279238805.42595124
1617062400,124.6421,153.7957,127.2888,149.682,639335.224,2021-03-30,95696974.998768
1616976000,123.8,130.3595,125.21,127.2168,267196.505,2021-03-29,33991884.337284
1616889600,120.5001,133.78,132.5194,125.2239,721329.376,2021-03-28,90327677.6472864
1616803200,119.6704,139.6531,124.6093,132.5678,1279466.772,2021-03-27,169616095.13714162
1616716800,90.9408,129.0,90.9987,124.6093,1215931.147,2021-03-26,151516329.07586712
1616630400,84.9599,96.1532,85.8512,90.9477,647735.329,2021-03-25,58910038.381293304
1616544000,79.7215,94.8169,82.5323,85.8512,590803.044,2021-03-24,50721150.2910528
1616457600,73.1614,85.5745,76.3491,82.411,530561.033,2021-03-23,43724065.290563
1616371200,75.2522,81.3646,80.5787,76.32,383105.251,2021-03-22,29238592.756319996
1616284800,80.2803,83.2,81.884,80.58,296990.114,2021-03-21,23931463.38612
1616198400,81.35,85.9,83.0393,81.884,406069.195,2021-03-20,33250569.96338
1616112000,75.8406,85.9537,79.5879,83.0323,558235.804,2021-03-19,46351602.7484692
1616025600,73.9004,89.8751,88.4174,79.5888,1560901.917,2021-03-18,124230310.4917296
1615939200,62.5203,97.0,63.6187,88.4174,1857910.261,2021-03-17,164271594.7109414
1615852800,50.77,63.922,53.3475,63.5653,576016.754,2021-03-16,36614677.7730362
1615766400,52.054,56.2464,53.8404,53.3446,351923.15,2021-03-15,18773199.66749
1615680000,49.38,57.1633,49.41,53.8788,685555.626,2021-03-14,36936914.4621288
1615593600,43.4815,51.9999,44.0417,49.4233,500576.418,2021-03-13,24740138.479739398
1615507200,41.96,45.0,42.2957,44.0522,278029.961,2021-03-12,12247831.4479642
1615420800,41.6468,43.1136,42.5399,42.2957,151313.649,2021-03-11,6399916.7040093
1615334400,41.0984,44.188,42.0176,42.5195,207880.942,2021-03-10,8838993.713369
1615248000,41.1784,42.5377,41.5709,41.9894,222177.51,2021-03-09,9329100.338394001
1615161600,40.6,41.9512,41.4477,41.5473,205289.046,2021-03-08,8529205.5808758
1615075200,40.2784,41.7944,40.4388,41.4285,87650.705,2021-03-07,3631237.2320925
1614988800,38.95,40.9013,40.5,40.395,258461.173,2021-03-06,10440539.083335001
1614902400,38.3602,40.7868,40.7835,40.4906,139909.225,2021-03-05,5665008.4657850005
1614816000,39.7698,43.2212,42.06,40.737,188845.327,2021-03-04,7692992.085999
1614729600,38.0545,44.88,38.2015,42.06,490639.942,2021-03-03,20636315.96052
1614643200,37.2007,39.0,38.6468,38.2275,167935.068,2021-03-02,6419737.81197
1614556800,35.7439,39.573,36.0063,38.6431,238643.348,2021-03-01,9221918.761098798
1614470400,34.83,38.4351,37.957,36.0063,186056.96,2021-02-28,6699222.718848
1614384000,35.1135,38.8281,35.1321,37.9736,221112.329,2021-02-27,8396431.1365144
1614297600,33.25,36.5793,34.9078,35.1334,260455.866,2021-02-26,9150700.122524401
1614211200,34.69,37.5173,36.5637,34.9078,270602.985,2021-02-25,9446154.879783
1614124800,34.3006,38.2186,35.5925,36.6166,435905.698,2021-02-24,15961384.581386799
1614038400,31.5656,39.5045,39.4323,35.47,1211021.069,2021-02-23,42954917.31743
1613952000,32.1209,44.8554,44.6916,39.3771,907854.898,2021-02-22,35748693.1040358
1613865600,42.5119,45.9714,43.072,44.6914,375104.097,2021-02-21,16763927.2406658
1613779200,42.26,49.3407,43.2207,43.0788,1033809.561,2021-02-20,44535275.3164068
1613692800,41.2751,43.7343,43.5411,43.2083,349133.23,2021-02-19,15085453.341808999
1613606400,42.4117,44.4143,43.2188,43.5,329801.418,2021-02-18,14346361.683
1613520000,40.3188,44.8245,41.8939,43.1969,422030.154,2021-02-17,18230394.3593226
1613433600,40.2067,45.8578,43.0036,41.8797,539178.569,2021-02-16,22580636.7161493
1613347200,36.5,50.8,47.216,42.9782,1781500.304,2021-02-15,76565676.3653728
1613260800,41.1693,52.9591,41.6332,47.2243,1781499.001,2021-02-14,84130043.27292429
1613174400,39.6121,44.6745,42.7733,41.6303,769368.505,2021-02-13,32029041.6737015
1613088000,39.246,44.7999,40.3839,42.7706,1171854.354,2021-02-12,50120913.8331924
1613001600,36.8285,42.8298,39.8341,40.3378,1283446.408,2021-02-11,51771404.5166224
1612915200,35.55,45.8287,44.241,39.7953,2788410.192,2021-02-10,110965620.11369759
1612828800,27.1,52.5,27.7598,44.241,4222873.584,2021-02-09,186824150.229744
1612742400,23.85,28.85,24.0833,27.7635,855898.119,2021-02-08,23762727.4268565
1612656000,23.7286,24.67,24.2957,24.0864,229753.416,2021-02-07,5533932.679142401
1612569600,23.7702,25.3134,24.5256,24.276,427721.168,2021-02-06,10383359.074368
1612483200,22.8146,25.748,22.9207,24.5047,841109.936,2021-02-05,20611146.648699198
1612396800,22.707,23.3099,23.1094,22.9162,288430.87,2021-02-04,6609739.503094
1612310400,22.3871,23.4743,22.4893,23.0994,249319.747,2021-02-03,5759136.5638518
1612224000,22.3333,22.9315,22.6244,22.4893,163632.846,2021-02-02,3679988.1635478
1612137600,22.04,24.02,22.2547,22.6291,367231.196,2021-02-01,8310111.4574036
1612051200,22.0487,22.6079,22.0564,22.2541,157358.069,2021-01-31,3501862.2033329
1611964800,21.98,22.61,22.2974,22.0564,151344.778,2021-01-30,3338120.9614791996
1611878400,21.9088,22.94,21.9457,22.2949,230215.174,2021-01-29,5132624.2828126
1611792000,21.3161,22.127,21.4548,21.949,81252.303,2021-01-28,1783406.7985470002
1611705600,21.1901,22.2432,22.2002,21.476,170594.71,2021-01-27,3663691.99196
1611619200,21.8336,22.7265,22.4333,22.2077,118165.918,2021-01-26,2624193.2571686
1611532800,22.3546,23.0485,22.7234,22.4103,140914.046,2021-01-25,3157926.0450738
1611446400,22.4501,23.2001,22.7219,22.7233,125062.792,2021-01-24,2841839.3414535997
1611360000,22.1325,23.5881,22.2429,22.7293,244677.92,2021-01-23,5561357.847056
1611273600,20.639,23.2111,21.2908,22.2718,475227.444,2021-01-22,10584170.5872792
1611187200,20.9327,22.7441,22.3628,21.3136,227415.901,2021-01-21,4847051.547553601
1611100800,21.7596,23.0973,22.6716,22.3628,244171.848,2021-01-20,5460366.2024544
1611014400,22.663,24.2567,23.7957,22.6716,333212.189,2021-01-19,7554453.464132401
1610928000,23.5143,24.9046,24.3777,23.7908,293716.283,2021-01-18,6987745.3455964
1610841600,22.3732,26.1107,22.8306,24.3273,996820.145,2021-01-17,24249942.7134585
1610755200,21.507,25.0308,21.5502,22.8306,626785.462,2021-01-16,14309888.168737201
1610668800,21.192,22.2598,21.5603,21.5415,203705.249,2021-01-15,4388116.6213335
1610582400,21.3663,22.3297,21.7273,21.5627,196125.781,2021-01-14,4229001.3779687
1610496000,20.9356,21.9193,21.0084,21.6968,165914.85,2021-01-13,3599821.31748
1610409600,20.9342,22.0216,21.6598,21.0025,154457.247,2021-01-12,3243988.3301175004
1610323200,20.7177,23.5483,23.4106,21.6727,386255.315,2021-01-11,8371195.5654005
1610236800,22.0017,24.3876,22.0916,23.4112,642335.755,2021-01-10,15037850.827456001
1610150400,21.3757,22.7,21.6496,22.0729,168676.424,2021-01-09,3723177.8393096
1610064000,21.2,22.3,22.1,21.6131,208176.111,2021-01-08,4499331.1046541
1609977600,21.8023,23.0127,22.0344,22.0607,407817.715,2021-01-07,8996744.265300501
1609891200,21.5598,22.6399,21.6999,22.0,247440.237,2021-01-06,5443685.214
1609804800,20.9982,22.4718,21.4189,21.6921,227001.842,2021-01-05,4924146.6568482
1609718400,20.9356,23.0461,21.4788,21.4181,268951.44,2021-01-04,5760428.837064
1609632000,20.9555,21.9842,21.7722,21.4395,183717.773,2021-01-03,3938817.1942334995
1609545600,21.373,23.2216,22.2843,21.8066,185850.27,2021-01-02,4052762.497782
1609459200,21.9727,25.0012,24.3952,22.2843,252199.273,2021-01-01,5620084.2593139
1609372800,21.0901,26.421,21.4934,24.3772,529268.246,2020-12-31,12902077.8863912
1609286400,20.2146,22.0,20.4355,21.4873,227548.496,2020-12-30,4889402.7981008
1609200000,19.9562,22.2199,21.9595,20.4448,271031.871,2020-12-29,5541192.3962208
1609113600,21.8976,23.0872,22.2183,21.9594,221957.986,2020-12-28,4874064.1977683995
1609027200,22.1983,23.6693,23.5789,22.2144,132091.269,2020-12-27,2934328.2860736
1608940800,23.4215,24.374,24.3519,23.569,33800.145,2020-12-26,796635.6175049999
1608854400,23.1043,24.5557,23.6359,24.3457,272555.014,2020-12-25,6635542.604339801
1608768000,21.8867,24.4439,22.3879,23.6668,307598.63,2020-12-24,7279875.256484
1608681600,21.2261,24.9967,24.6141,22.2628,257208.33,2020-12-23,5726177.609123999
1608595200,24.3257,25.55,24.963,24.638,544268.327,2020-12-22,13409683.040626002
1608508800,24.0378,28.3937,28.369,24.9632,227420.327,2020-12-21,5677139.1069664
1608422400,27.9381,28.4898,28.2158,28.36,54861.656,2020-12-20,1555876.56416
1608336000,28.0991,28.9206,28.4768,28.2158,77204.408,2020-12-19,2178384.1352464
1608249600,28.3404,28.8439,28.4722,28.4748,82901.862,2020-12-18,2360613.9400775996
1608163200,28.2976,29.4761,28.4012,28.4772,99535.451,2020-12-17,2834490.9452172
1608076800,27.8176,29.5714,29.1482,28.4708,194220.994,2020-12-16,5529627.0759752
1607990400,29.0244,29.7992,29.3551,29.1481,200437.488,2020-12-15,5842371.9439728
1607904000,29.038,30.2088,29.9978,29.4081,181154.894,2020-12-14,5327421.238241401
1607817600,29.8806,30.4012,30.0209,29.9978,160181.222,2020-12-13,4805084.261311601
1607731200,29.7562,30.3653,29.874,29.9575,237601.811,2020-12-12,7117956.2530325
1607644800,29.4987,30.7915,30.5223,29.874,561034.569,2020-12-11,16760346.714306
1607558400,30.3001,39.0,30.5748,30.5167,1039568.089,2020-12-10,31724187.501586303
1607472000,30.2002,34.8899,34.8899,30.6047,350949.456,2020-12-09,10740702.8160432
