unix,low,high,open,close,volume,date,vol_fiat
1618272000,19.461,19.812,19.577,19.778,47579.44774983,2021-04-13,941026.3175961376
1618185600,18.996,20.568,20.354,19.575,499416.80972228,2021-04-12,9776084.050313631
1618099200,19.802,21.53,20.473,20.356,652580.12456451,2021-04-11,13283921.015635166
1618012800,18.391,21.176,18.79,20.457,829444.63547209,2021-04-10,16967948.907852545
1617926400,18.537,20.05,19.6,18.787,542190.68261407,2021-04-09,10186136.354270533
1617840000,17.98,19.828,19.113,19.604,1068326.50462867,2021-04-08,20943472.796740446
1617753600,16.946,20.792,17.821,19.114,3717361.52393664,2021-04-07,71053648.16852494
1617667200,15.897,18.649,16.023,17.832,2419761.00972636,2021-04-06,43149178.32544045
1617580800,14.291,16.075,14.578,16.024,1055279.6481794,2021-04-05,16909801.08242671
1617494400,13.371,14.593,13.599,14.559,483070.17148686,2021-04-04,7033018.626677195
1617408000,13.549,15.347,15.274,13.599,654577.24105706,2021-04-03,8901595.901134958
1617321600,14.069,15.625,14.294,15.275,1082800.54581257,2021-04-02,16539778.337287007
1617235200,13.535,14.479,14.098,14.29,796659.39339418,2021-04-01,11384262.73160283
1617148800,12.597,14.368,13.008,14.091,1186623.4955269,2021-03-31,16720711.675469548
1617062400,12.337,13.06,12.677,13.012,490310.57913232,2021-03-30,6379921.255669748
1616976000,11.754,12.746,11.895,12.684,348790.52163279,2021-03-29,4424058.976390308
1616889600,11.713,12.047,11.785,11.895,276146.04146977,2021-03-28,3284757.163282914
1616803200,11.44,12.001,11.79,11.781,310794.67998567,2021-03-27,3661472.124911179
1616716800,11.07,11.79,11.081,11.789,376078.60815619,2021-03-26,4433590.711553324
1616630400,10.753,11.467,11.283,11.084,650318.35948026,2021-03-25,7208128.696479202
1616544000,11.023,12.6,12.223,11.288,568592.466848,2021-03-24,6418271.7657802235
1616457600,11.642,12.664,11.685,12.251,728939.66679742,2021-03-23,8930239.857935192
1616371200,11.523,12.404,11.995,11.684,645821.88089764,2021-03-22,7545782.856408025
1616284800,11.929,12.458,12.334,11.989,365349.29588856,2021-03-21,4380172.708407946
1616198400,12.214,12.901,12.243,12.343,458534.46783222,2021-03-20,5659690.936453092
1616112000,11.888,12.425,12.173,12.255,336280.47299548,2021-03-19,4121117.1965596075
1616025600,12.083,12.656,12.569,12.167,520436.38946765,2021-03-18,6332149.550652897
1615939200,11.819,12.584,12.453,12.573,529480.84545469,2021-03-17,6657162.669901818
1615852800,11.544,12.56,12.176,12.45,532149.45151817,2021-03-16,6625260.671401216
1615766400,11.819,13.098,12.781,12.16,958385.36398572,2021-03-15,11653966.026066355
1615680000,12.772,14.11,13.754,12.773,850491.21869573,2021-03-14,10863324.33640056
1615593600,11.545,14.386,11.917,13.75,1403573.99017657,2021-03-13,19299142.364927836
1615507200,11.461,12.519,12.29,11.914,651386.65384613,2021-03-12,7760620.593922793
1615420800,11.692,12.566,11.967,12.253,623635.55521604,2021-03-11,7641406.458062138
1615334400,11.704,12.79,12.438,11.953,751702.39265332,2021-03-10,8985098.699385133
1615248000,11.577,12.675,11.768,12.443,1174906.21324211,2021-03-09,14619358.011371575
1615161600,11.072,11.957,11.549,11.758,839979.70871874,2021-03-08,9876481.415114945
1615075200,11.13,11.778,11.131,11.535,549789.64749401,2021-03-07,6341823.583843406
1614988800,10.643,11.277,10.976,11.123,465474.25325027,2021-03-06,5177470.118902752
1614902400,10.302,11.174,10.997,10.97,538844.08181156,2021-03-05,5911119.577472813
1614816000,10.703,11.7,11.256,10.995,872694.24136604,2021-03-04,9595273.183819609
1614729600,10.84,11.75,10.921,11.267,785109.5056985,2021-03-03,8845828.800704999
1614643200,10.625,11.641,11.216,10.933,762996.03410349,2021-03-02,8341835.640853455
1614556800,10.283,11.7,10.461,11.218,727161.95607828,2021-03-01,8157302.823286145
1614470400,9.789,11.148,11.116,10.455,735794.52692863,2021-02-28,7692731.779038826
1614384000,10.733,11.529,10.761,11.137,517537.54435046,2021-02-27,5763815.631431073
1614297600,10.095,11.353,11.03,10.751,1123208.30956208,2021-02-26,12075612.536101922
1614211200,10.912,12.219,11.889,11.02,846140.77174813,2021-02-25,9324471.304664392
1614124800,10.898,12.614,11.391,11.904,1571640.80946455,2021-02-24,18708812.195866004
1614038400,9.247,13.98,13.918,11.383,3511236.1318098,2021-02-23,39968400.88839095
1613952000,11.018,15.737,15.688,13.92,2048092.33906128,2021-02-22,28509445.35973302
1613865600,14.881,16.359,15.141,15.681,910968.34512984,2021-02-21,14284894.619981019
1613779200,14.401,17.6,15.398,15.126,2661749.14151696,2021-02-20,40261617.51458554
1613692800,14.252,15.9,14.993,15.397,1129683.0742858,2021-02-19,17393730.294778466
1613606400,14.615,15.778,15.298,14.983,930350.12920802,2021-02-18,13939435.985923765
1613520000,13.66,15.761,14.438,15.3,1460565.9359829,2021-02-17,22346658.82053837
1613433600,13.729,15.636,14.723,14.416,1368343.25078417,2021-02-16,19726036.303304598
1613347200,12.76,16.63,16.115,14.702,3104999.84981765,2021-02-15,45649707.79201909
1613260800,15.525,17.869,16.806,16.118,4478278.35798029,2021-02-14,72180890.57392631
